id,rest_name,rest_address,dish_category,dish_name,dish_disc,dish_ingredients,dish_style,dish_mood,dish_rec_nutritionist,dish_rec_community,dish_rec_a_oblomov,dish_rec_a_ivlev,stat_reviews,stat_rating,foodToMoodCoin,url,dish_price,dish_g
87,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Горячие блюда,"Клубный сэндвич ""Молодёжь""","Сэндвич ""Молодежь"" содержит витамин В12, цинк, железо, селен, гистидин, серотонин, омегу-3. Особый вкус клубного сэндвича не оставит вас равнодушным, а быстрое насыщение и подарит вам удовлетворение от приема пищи.;Б11 Ж14,6 У25,4 Кк418,4","Тесто для пиццы, филе цыплёнка, бекон, яйцо, помидоры, хлеб ""Фокачча"", сыр ""Моцарелла"", салат Айсберг, соус сэндвич, хлеб, цыпленок, курица, мясо, томаты, овощи, сыр",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 6, Радость = 7, Гнев = 2, Печаль = 1, Волнение = 4",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,549,300
88,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Хлеб,Фокачча с пармезаном,"Основа здорового питания, наполняющая организм энергией и полезными веществами. Содержит кальций, витамины группы В, триптофан, йод.","Итальянский хлеб, сыр ""Пармезан""",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Радость = 1, Спокойствие= 3, Волнение = 2, Печаль = 4",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,349,210
89,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Хлеб,Фокачча с розмарином,"Основа здорового питания, наполняющая организм энергией и полезными веществами. Содержит кальций, витамины группы В, триптофан, йод.","Итальянский хлеб, розмарин",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Радость = 3, Спокойствие= 2, Волнение = 3, Печаль = 1",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,189,210
90,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Хлеб,Фокачча с песто,"Основа здорового питания, наполняющая организм энергией и полезными веществами. Содержит кальций, витамины группы В, триптофан, йод.","Итальянский хлеб, соус ""Песто""",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 1, Волнение = 4, Печаль = 3, Радость = 2, ",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,299,210
91,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Хлеб,Фокачча-ассорти,"Основа здорового питания, наполняющая организм энергией и полезными веществами. Содержит кальций, витамины группы В, триптофан, йод, фосфор, А, РР.","Итальянский хлеб, сыр ""Пармезан"", розмарин, соус ""Песто""",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 4, Волнение = 1, Печаль = 2, Радость = 4, ",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,289,210
95,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Дары моря,Жареные креветки в соусе дор блю,"Нежное сочетание морепродуктов и изысканного соуса, обогащающее организм витаминами А, D, Е, К, бета-каротином и поддерживающее здоровье сердца и сосудов.;Б19,5 Ж31,1 У6,5 Кк386","Креветки, винно-чесночный соус, чиабатта, рыба, хлеб, морепродукты",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 6, Гнев = 5, Радость = 3, Печаль = 4, Спокойствие  = 2",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,999,200/25
96,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Дары моря,Жареные креветки в соусе том-ям,"Острое и ароматное блюдо, наполненное витаминами А, D, Е, К, бета-каротином и дарящее организму энергию и радость от приятного ужина.;Б17 Ж31,6 У6,5 Кк405,5","Креветки, соус том-ям, чиабатта, кинза, лайм, рыба, хлеб, зелень, цитрусы, морепродукты",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие= 6, Волнение = 2, Радость = 4, Печаль = 3, Гнев = 8",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,999,200/25
97,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Дары моря,Стейк тунца,"Стейк тунца - богатый источник омега-3, витаминов группы В12, фосфора, калия, дарящий силу и энергию для активной жизни.;Б8,1 Ж19,5 У4,1 Кк334,3","Тунец, соевый соус, лайм, рис, уксус, сахар, соль, соус, кунжут, рыба, цитрусы",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 4, Волнение = 1, Печаль = 5, Радость = 6, Гнев  = 3",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,849,255
98,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Дары моря,Стейк лосося,"Источник омеги-3, витаминов группы В12, фосфора, калия, поддерживающий здоровье кожи, волос и ногтей, а также укрепляющий иммунитет и сердечно-сосудистую систему.;Б11,9 Ж20,3 У4,4 Кк273,2","Стейк лосося, кабачки, подсолнечное масло, соус «Белое вино», зелёное масло, икра масаго, лосось, рыба, овощи, икра","Стандартное, Диетическое","Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 4, Гнев = 2, Радость = 5, Печаль = 6, Спокойствие  = 1",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,1199,195
99,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Мясо и птица,Шашлык по-кавказски свиной,"Сочное мясо на гриле, богатое витаминами В, железом, калием, фосфором, поддерживающее вашу физическую форму и здоровье.;Б13 Ж26,4 У17,1 Кк357,7","Свинина, севанская приправа, лук, соль, маринованный лук, кинза, соус Руж, мясо, зелень",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 3, Радость = 2, Гнев = 10, Печаль = 1, Волнение = 5",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,699,300/50
100,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Мясо и птица,Шашлык по-кавказски куриный,"Сочное мясо на гриле, богатое гистидином, серотонином, омегой-3, селеном, железом и В12, которое поддержит вашу физическую форму и здоровье.;Б15,5 Ж9,4 У17,1 Кк212,3","Куриное филе, севанская приправа, лук, соль, маринованный луком, кинза, соус Руж, мясо, курица, зелень","Стандартное, Диетическое","Радость, Печаль, Гнев, Спокойствие, Волнение,","Гнев = 5, Волнение = 4, Радость = 1, Печаль = 2, Спокойствие  = 4",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,699,300/50
101,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Мясо и птица,Стейк стриплойн,"Легкий, белковый продукт, поддерживающий мышечную массу и обмен веществ, обеспечивая организм необходимыми питательными веществами для активной жизни. Содержит витамин В12, цинк, железо, селен.;Б20,8 Ж40,3 У1,6 Кк451,8","Говяжий стейк, масло подсолнечное, соль, перец, тимьян, чеснок, лук фри, говядина, мясо, лук, зелень",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 6, Гнев = 11, Радость = 10, Печаль = 4, Спокойствие  = 9",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,1699,270
102,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Мясо и птица,Филе миньон,"Нежное и сочное мясо, богатое витамином В12, цинком, железом, селеном, способствующее укреплению иммунитета и поддержанию здоровой мышечной ткани.;Б24,4 Ж44,7 У5,9 Кк521,5","Филе говяжьей вырезки, масло подсолнечное, соль, перец, тимьян, чеснок, лук фри, говядина, мясо",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие= 6, Волнение = 11, Радость = 4, Печаль = 3, Гнев = 8",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,1699,160
103,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Мясо и птица,Курица по-тайски,"Ароматное блюдо, богатое гистидином, серотонином, омегой-3, селеном, железом, витамином В12, поддерживающее энергию и жизненный тонус организма.;Б15,6 Ж8 У8,2 Кк170,8","Куриная грудка, мёд, соевый соус, сладкий чили соус, овощи-гриль, арахис, кинза, курица, мясо, овощи, орехи, зелень","Стандартное, Диетическое","Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 7, Волнение = 8, Печаль = 5, Радость = 6, Гнев  = 3",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,699,280
104,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Мясо и птица,Томлёные говяжьи щёчки,"Нежное мясо, богатое витамином В12, цинком, железом, селеном, способствующее здоровому обмену веществ и поддержанию мышечной ткани.;Б9,6 Ж64,3 У20,8 Кк818,5","Говядина, лук, морковь, сельдерей стебель, чеснок, томатная паста, картофельные ньокки, грибной жульен, гречневый поп-корн, лук, мясо, овощи, помидоры, томаты, картофель, грибы, греча",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 3, Гнев = 2, Радость = 5, Печаль = 7, Спокойствие  = 8",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,849,320
105,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Мясо и птица,Свиной стейк,"Нежное мясо, богатое витами В, железом, калием, фосфором, которое поддержит ваш организм в тонусе и энергии.;Б11,6 Ж28,7 У14,4 Кк365,1","Свиная шея, картофель, подсолнечное масло, соус «Черносмородиновый Барбекю», свинина, мясо, овощи",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 6, Волнение = 10, Спокойствие = 1, Радость = 8, Гнев  = 6",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,899,370
106,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Мясо и птица,Стейк Скёрт,"Сочное мясо, обогащенное гистидином, серотонином, омегой-3, селеном, железом и витамином В12, укрепляющее иммунитет и поддерживающее здоровье.;Б18,4 Ж30 У1,4 Кк349","Стейк, бык, масло, сливки, соус соевый, перец чёрный, мясо, молочный продукт, специи, приправа",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 9, Спокойствие = 5, Гнев = 7, Радость  = 9, Волнение = 1",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,799,160/50
107,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Мясо и птица,Медальоны из говядины,"Источник В12, цинка, железа, селена, необходимых для поддержания здоровья крови и мышц, обеспечения организма необходимыми питательными веществами.;Б11,6 Ж19 У3,2 Кк230,3","Говяжья вырезка, кабачки, помидоры, перечный соус, зелёное масло, соль, говядина, мясо, овощи, томаты",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Гнев = 4, Волнение = 9, Радость = 7, Печаль = 8, Спокойствие  = 2",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,1499,320
108,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Мясо и птица,Бефстроганов с крокетом,"Насыщенное блюдо с мягким мясом обогащающее организм энергией и питательными веществами для полноценного питания. Содержит витамин В12, цинк, железо и селен.;Б6,4 Ж27,6 У5,3 Кк295,8","Стриплойн, сливочно-устричный соус, картофельный крокет, лук-фри, малосольные огурцы, говядина, мясо, картофель, овощи, лук, огурцы",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 10, Волнение = 2, Печаль = 11, Радость = 3, Гнев  = 9",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,749,290
109,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Мясо и птица,Шепард Пай,"Традиционное блюдо с мясом и овощами, богатое витаминами С, Е, В, калием, кальцием, магнием, цинком, фосфором и железом. Блюдо укрепит иммунитет и порадует ваши вкусовые рецепторы. ;Б10,2 Ж13,4 У10,3 Кк203,5","Пирог из фарша и овощей, картофельное пюре, сыр «Чеддер», лук-фри, хлеб, мясо, овощи, картофель, лук",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Гнев = 1, Волнение = 7, Радость = 3, Печаль = 10, Спокойствие  = 11",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,599,360
110,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Гарниры,Картофель по-деревенски фри,"Нежный картофель с ароматными специями, обогащающий организм калием, кальцием, магнием, цинком и способствующий здоровому пищеварению.;Б2,3 Ж10,5 У18 Кк175,4","Картофельные дольки, специи, картофель, овощи","Стандартное, Диетическое, Вегетарианство, Веганство, Сыроедение","Радость, Печаль, Гнев, Спокойствие, Волнение,","Радость = 1, Спокойствие= 3, Волнение = 2, Печаль = 4",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,249,100
111,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Гарниры,Овощи-гриль,"Легкая закуска, наполненная антоцианом и калием, поддерживающая вашу красоту и здоровье.;Б1,7 Ж3,3 У5,3 Кк58,4","Перец сладкий, помидоры-черри, кабачок, баклажаны, шампиньоны, ореган, чеснок, перец, помидоры, томаты, овощи, грибы","Стандартное, Диетическое, Вегетарианство, Веганство, Сыроедение","Радость, Печаль, Гнев, Спокойствие, Волнение,","Радость = 3, Спокойствие= 2, Волнение = 3, Печаль = 1",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,449,170
112,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Гарниры,Картофель фри,"Хрустящие картофельные ломтики, богатые калием, кальцием, магнием, цинком и наполняющие организм энергией и радостью от вкусного перекуса. ;Б2 Ж80 У16 Кк973","Картофель, овощи","Стандартное, Диетическое, Вегетарианство, Веганство, Сыроедение","Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 1, Волнение = 4, Печаль = 3, Радость = 2, ",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,249,100
113,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Гарниры,Картофельное пюре,"Нежное пюре из картофеля, богатое калием, кальцием, магнием, цином, способствует здоровью сердца и нервной системы.;Б2,2 Ж10,8 У12,8 Кк156,6","Картофель, молоко, масло сливочное, соль, овощи, масло","Стандартное, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 4, Волнение = 1, Печаль = 2, Радость = 4, ",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,249,200
114,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Соус,Блю - чиз,"Белки - 12,1; жиры - 23,7; углеводы - 2; энергетическая ценность - 272,9","Сыр Дор Блю, майонез","Стандартное, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 1, Гнев = 2, Волнение = 4, Спокойствие = 3, Радость = 8",,,, ,  ; 5,,https://barmolodezh.ru/?utm_source=yandexmaps,99,50
115,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Соус,Сырный,"Белки - 10,3; жиры - 14,9; углеводы - 5,4; энергетическая ценность - 197",Соус сырный,"Стандартное, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 2, Гнев = 1, Радость = 6, Печаль = 4, Спокойствие  = 5",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,79,50
116,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Соус,Сливочно-горчичный,"Белки - 3,6; жиры - 9,6; углеводы - 6,8; энергетическая ценность - 121,8","Горчица дижонская, сливки","Стандартное, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 2, Гнев = 3, Волнение = 6, Спокойствие = 1, Радость = 4",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,79,50
117,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Соус,Тар-тар,"Белки - 2,5; жиры - 7; углеводы - 3; энергетическая ценность - 422,9","Майонез, огурцы соленые, огурцы свежие, петрушка, чеснок, лук красный","Стандартное, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Радость = 7, Спокойствие= 8, Волнение = 1, Печаль = 3, Гнев  = 5",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,69,50
118,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Соус,Кетчуп,"Белки - 1,74; жиры - 0,38; углеводы - 25; энергетическая ценность - 97",Кетчуп,"Стандартное, Диетическое, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Радость = 2, Спокойствие= 6, Волнение = 3, Печаль = 5, Гнев  = 4",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,69,50
119,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Соус,Барбекю,"Белки - 0; жиры - 0; углеводы - 42,8; энергетическая ценность - 166",Барбекю,"Стандартное, Диетическое, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Радость = 1, Спокойствие= 2, Волнение = 5, Печаль = 6, Гнев  = 7",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,79,50
120,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Соус,Чесночный,"Белки - 3,3; жиры - 6,2; углеводы - 4,3; энергетическая ценность - 586,2","Майонез, чеснок, укроп","Стандартное, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 8, Гнев = 6, Волнение = 7, Спокойствие = 4, Радость = 5",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,59,50
121,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Соус,Спайсд,"Белки - 2,1; жиры - 0,34; углеводы - 13,3; энергетическая ценность - 60,6","Майонез, соус кимчи, паприка молотая, масло кунжутное, соль, чеснок","Стандартное, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 6, Печаль = 7 Радость = 3, Гнев = 8, Спокойствие  = 5",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,69,50
122,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Соус,Руж,"Белки - 3,8; жиры - 7,2; углеводы - 3,9; энергетическая ценность - 570,3","Кетчуп томатный, соевый соус, сахар, томаты, соль, перец болгарский, лук красный, чеснок, перец чили, кинза","Стандартное, Вегетарианство, Веганство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 1, Гнев = 2, Волнение = 3, Спокойствие = 4, Радость = 5",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,79,50
123,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Десерты,Мороженое шоколадное,"Насыщенное кальцием, фосфором, витамином С удовольствие, которое поднимает настроение и радует вкусовые рецепторы, способствуя благополучию и гармонии.;Б3,8 Ж11 У28,2 Кк216","Мороженое шоколадное, мороженое, шоколад","Стандартное, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 3, Радость = 2, Гнев = 10, Печаль = 1, Волнение = 5",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,299,100
124,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Десерты,Мороженое ванильное,"Нежное и утонченное лакомство, богатое кальцием, фосфором, витамином С, поддерживающее здоровье нервной системы, создавая атмосферу комфорта и умиротворения.;Б4,62 Ж3,9 У33,8 Кк178","Мороженое ванильное, мороженое, ваниль","Стандартное, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Гнев = 5, Волнение = 4, Радость = 1, Печаль = 2, Спокойствие  = 4",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,299,100
125,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Десерты,Мороженое Клубничное,"Сочное и освежающее удовольствие, наполненное кальцием, фосфором, витамином С, которое укрепляет иммунитет и дарит яркие моменты радости и веселья. ;Б4 Ж8 У28 Кк200","Мороженое Клубничное, мороженое, клубника, ягоды","Стандартное, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 6, Гнев = 1, Радость = 10, Печаль = 4, Спокойствие  = 9",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,299,100
126,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Десерты,Чизкейк,"Изысканный десерт, обогащающий организм кальцием, магнием, создающий атмосферу уюта и наслаждения.;Б5,1 Ж22,6 У32,6 Кк354,6","Чизкейк, карамельный соус, хлеб, карамель","Стандартное, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие= 6, Волнение = 7, Радость = 4, Печаль = 3, Гнев = 8",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,349,120/20
127,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Десерты,Яблочный штрудель,"Ароматное и нежное лакомство с кальцием, витаминами группы В, триптофаном и йодом, поддерживающее здоровье пищеварения и обмена веществ. Десерт приносит радость и удовольствие от каждого кусочка.;Б13,2 Ж27,7 У46,1 Кк485,4","Тесто, яблоко, грецкий орех, изюм, корица, ванильное мороженое, карамельный соус, хлеб, фрукты, орехи, ваниль, мороженое, карамель","Стандартное, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 7, Волнение = 8, Печаль = 5, Радость = 6, Гнев  = 3",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,379,120/50/20
128,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Десерты,Эстерхази,"Нежный миндально-шоколадный торт, улучшающий работу мозга, наполняет жизнь вкусом и изысканностью.;Б6,9 Ж49 У44 Кк888","Миндально-шоколадный торт, хлеб, шоколад, миндаль, орехи","Стандартное, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 3, Гнев = 2, Радость = 5, Печаль = 7, Спокойствие  = 8",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,399,120
129,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Десерты,Меренговый рулет,"Легкое и воздушное лакомство, обогащенное кальцием, магнием, витаминами группы В, приносящее радость и наслаждение от каждого кусочка.;Б4,6 Ж14,3 У31,8 Кк270,6","Безе, творожно-сливочный крем, клубника, миндаль, творог, ягоды, орехи","Стандартное, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 6, Волнение = 10, Спокойствие = 1, Радость = 9, Гнев  = 6",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,399,120/15
130,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Десерты,Шоколадный флан,"Нежное десертное угощение приносящее невероятное наслаждение, чувство удовлетворения и благополучия.;Б5,3 Ж18,6 У35,8 Кк328,7","Шоколадный кекс, ванильное мороженое, ягодный соус, шоколад, хлеб, ваниль, мороженое, ягоды","Стандартное, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 9, Спокойствие = 5, Гнев = 7, Радость  = 8, Волнение = 1",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,399,90/50/15
131,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Десерты,Фруктовое плато малое,"Сочные фрукты, богатые витаминами, укрепляющие иммунитет и поддерживающие общее состояние здоровья, создают атмосферу свежести и радости от естественного угощения.;Б0,6 Ж0,3 У11 Кк48,8","Ассорти из сезонных фруктов, фрукты, яблоко, груша, банан","Стандартное, Диетическое, Вегетарианство, Веганство, Сыроедение","Радость, Печаль, Гнев, Спокойствие, Волнение,","Гнев = 4, Волнение = 9, Радость = 7, Печаль = 10, Спокойствие  = 2",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,649,300
132,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Десерты,Фруктовое плато большое,"Сочные фрукты, богатые витаминами, укрепляющие иммунитет и поддерживающие общее состояние здоровья, создают атмосферу свежести и радости от естественного угощения.;Б0,6 Ж0,3 У11,3 Кк49,9","Ассорти из сезонных фруктов, фрукты, яблоко, груша, банан","Стандартное, Диетическое, Вегетарианство, Веганство, Сыроедение","Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 10, Волнение = 2, Печаль = 8, Радость = 3, Гнев  = 9",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,2599,1200
134,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Супы,Грибной крем - суп,"Нежное сочетание грибов и специй, наполняющее организм радостью и витаминами С, Е, В, фосфором и железом.;Б5,3 Ж15,6 У12,8 Кк213,4","Шампиньоны, лук репчатый, картофель, сливки, сухарики, грибы, лук, хлеб, овощи","Стандартное, Диетическое, Вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Гнев = 6, Волнение = 3, Радость = 1, Печаль = 2, Спокойствие  = 5",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,299,250/7
135,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Супы,Куриный бульон с яйцом-пашот,"Источник гистидина, серотонина, омеги-3, селена, железа, витамина В12, поддерживающий здоровье и жизненную силу вашего организма.;Б3,9 Ж5,9 У2,2 Кк78,2","Куриный бульон, яйцо, зелень, сухариками, курица, мясо, хлеб",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 6, Гнев = 5, Радость = 3, Печаль = 4, Спокойствие  = 2",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,249,350/10
136,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Супы,Рамэн со свининой,"Ароматное и питательное блюдо, наполняющее организм силой и энергией, благодаря витаминам группы В, железу, калию и фосфору.;Б4,9 Ж4,9 У2,2 Кк78,2","Имбирный суп, свинина, пшеничная лапша, яйцо, лук, кинза, имбирь, мясо, макароны, лапша, зелень",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие= 6, Волнение = 2, Радость = 4, Печаль = 3, Гнев = 8",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,399,500
137,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Супы,Борщ с телятиной,"Традиционное блюдо, богатое калием, кальцием, магнием, цинком, которое поддержит ваше здоровье и жизненный тонус.;Б6,2 Ж7,2 У10,9 Кк133,6","Свекла, картофель, капуста, лук, морковь, подсолнечное масло, томатная паста, уксус, сахар, соль, петрушка, бульен говяжий, сметана, бородинские тосты, зелёный лук, овощи, масло, томаты, помидоры, зелень, говядина, мясо, хлеб, лук",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 4, Волнение = 1, Печаль = 5, Радость = 6, Гнев  = 3",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,469,340/40/50
138,Молодёжь,"Москва, Сущёвская ул., 21, стр. 8",Супы,Том-Ям,"Острое и ароматное блюдо, содержащее витамины A, D, E, K и бета-каротин. Том-ям наполнит организм энергией и радостью жизни.;Б4,7 Ж4,2 У5,2 Кк95,2","Бульон, креветки, кальмары, мидии, грибы муэр, помидоры, перец чили, кинза, лайм, рис, морепродукты, моллюски, грибы, томаты, овощи, зелень, цитрусы",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 4, Гнев = 2, Радость = 5, Печаль = 6, Спокойствие  = 1",,,, , ,,https://barmolodezh.ru/?utm_source=yandexmaps,799,470
140,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Холодные закуски,Брускетта с карпаччо из говядины ,"Насыщенные витаминами В12, цинком, железом, селеном брускетты с карпаччо из говядины способствуют здоровому обмену веществ и поддерживают тонус вашего организма.;Б13 Ж24 У23 Кк362
","Маринованная говяжья вырезка, печеный болгарский перец, маринованный артишок, фенхель, соус цезарь и казанова, поджаренный тостовый черный хлеб","Стандартное, диетическое ","Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 3, Радость  = 4, Гнев = 1, Печаль = 2 , Волнение = 5",,,, , ,,http://www.blanc-de-blancs.ru/menu/,580,140
